sample_prompt,seed,layer,type,shape,params,mode,w_bits,a_bits,baseline_ms,layer_ms,peak_mem_MB,mse,mae,max_abs,cos
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,up_blocks.3.resnets.1.time_emb_proj,Linear,"(320, 1280)",409920,W4A8,4,8.0,2832.49,2765.62,,9.19178e-05,0.0076824897,0.0701937675,0.9999624032
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,up_blocks.3.resnets.1.conv2,Conv2d,"(320, 320, 3, 3)",921920,W8A16,8,,2832.49,2768.62,,4.0865e-06,0.001567977,0.0167028904,0.9999979644
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,up_blocks.3.resnets.1.conv2,Conv2d,"(320, 320, 3, 3)",921920,W8A8,8,8.0,2832.49,2812.87,,1.91968e-05,0.0033945167,0.036711663,0.9999903585
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,up_blocks.3.resnets.1.conv2,Conv2d,"(320, 320, 3, 3)",921920,W4A16,4,,2832.49,2787.34,,0.0014180458,0.0290382467,0.3965125084,0.999320368
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,up_blocks.3.resnets.1.conv2,Conv2d,"(320, 320, 3, 3)",921920,W4A8,4,8.0,2832.49,2805.86,,0.0014453983,0.0293234121,0.3933401108,0.9993086526
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,up_blocks.3.resnets.1.conv_shortcut,Conv2d,"(320, 640, 1, 1)",205120,W8A16,8,,2832.49,2806.51,,1.27636e-05,0.0028246869,0.0321125984,0.9999935479
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,up_blocks.3.resnets.1.conv_shortcut,Conv2d,"(320, 640, 1, 1)",205120,W8A8,8,8.0,2832.49,2815.6,,8.78566e-05,0.0073608095,0.0931973457,0.9999553155
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,up_blocks.3.resnets.1.conv_shortcut,Conv2d,"(320, 640, 1, 1)",205120,W4A16,4,,2832.49,2772.15,,0.0056018312,0.0564013906,0.8838906288,0.9976718586
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,up_blocks.3.resnets.1.conv_shortcut,Conv2d,"(320, 640, 1, 1)",205120,W4A8,4,8.0,2832.49,2767.47,,0.0057198484,0.0570947006,0.8177933693,0.9976177718
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,up_blocks.3.resnets.2.conv1,Conv2d,"(320, 640, 3, 3)",1843520,W8A16,8,,2832.49,2780.84,,7.9104e-06,0.0022091544,0.0287475586,0.9999959878
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,up_blocks.3.resnets.2.conv1,Conv2d,"(320, 640, 3, 3)",1843520,W8A8,8,8.0,2832.49,2817.77,,4.73288e-05,0.0054089241,0.0485310555,0.9999759194
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,up_blocks.3.resnets.2.conv1,Conv2d,"(320, 640, 3, 3)",1843520,W4A16,4,,2832.49,2764.85,,0.0015656316,0.0306849368,0.3678750992,0.9992040972
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,up_blocks.3.resnets.2.conv1,Conv2d,"(320, 640, 3, 3)",1843520,W4A8,4,8.0,2832.49,2791.95,,0.001619083,0.0312342159,0.3936486244,0.999176719
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,up_blocks.3.resnets.2.time_emb_proj,Linear,"(320, 1280)",409920,W8A16,8,,2832.49,2811.33,,6.936e-07,0.0006392912,0.003284812,0.999999649
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,up_blocks.3.resnets.2.time_emb_proj,Linear,"(320, 1280)",409920,W8A8,8,8.0,2832.49,2818.71,,3.593e-06,0.0014848373,0.0082015991,0.9999982242
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,up_blocks.3.resnets.2.time_emb_proj,Linear,"(320, 1280)",409920,W4A16,4,,2832.49,2785.45,,0.0003928215,0.0168273281,0.1204617023,0.9998037707
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,up_blocks.3.resnets.2.time_emb_proj,Linear,"(320, 1280)",409920,W4A8,4,8.0,2832.49,2759.25,,0.0004237069,0.017472472,0.119802475,0.9997879796
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,up_blocks.3.resnets.2.conv2,Conv2d,"(320, 320, 3, 3)",921920,W8A16,8,,2832.49,2778.99,,4.3309e-06,0.0016464449,0.015062809,0.999998079
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,up_blocks.3.resnets.2.conv2,Conv2d,"(320, 320, 3, 3)",921920,W8A8,8,8.0,2832.49,2764.87,,3.56689e-05,0.0047179125,0.0546889305,0.9999820855
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,up_blocks.3.resnets.2.conv2,Conv2d,"(320, 320, 3, 3)",921920,W4A16,4,,2832.49,2767.83,,0.0018348409,0.033983089,0.3229584694,0.9990765449
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,up_blocks.3.resnets.2.conv2,Conv2d,"(320, 320, 3, 3)",921920,W4A8,4,8.0,2832.49,2777.2,,0.0018715609,0.0343901142,0.2881999016,0.999057355
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,up_blocks.3.resnets.2.conv_shortcut,Conv2d,"(320, 640, 1, 1)",205120,W8A16,8,,2832.49,2765.69,,8.8946e-06,0.0023259653,0.0229158401,0.999995665
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,up_blocks.3.resnets.2.conv_shortcut,Conv2d,"(320, 640, 1, 1)",205120,W8A8,8,8.0,2832.49,2774.15,,0.0001180659,0.0086400863,0.0689058304,0.9999399378
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,up_blocks.3.resnets.2.conv_shortcut,Conv2d,"(320, 640, 1, 1)",205120,W4A16,4,,2832.49,2743.47,,0.0046389075,0.0573915541,0.2767724991,0.9976391748
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,up_blocks.3.resnets.2.conv_shortcut,Conv2d,"(320, 640, 1, 1)",205120,W4A8,4,8.0,2832.49,2779.64,,0.004743027,0.057948187,0.2900731564,0.9975850358
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.attentions.0.proj_in,Conv2d,"(1280, 1280, 1, 1)",1639680,W8A16,8,,2832.49,2764.71,,1.2944e-06,0.0007933241,0.0111682415,0.9999993423
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.attentions.0.proj_in,Conv2d,"(1280, 1280, 1, 1)",1639680,W8A8,8,8.0,2832.49,2734.4,,6.86937e-05,0.0045418795,0.167933166,0.9999650488
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.attentions.0.proj_in,Conv2d,"(1280, 1280, 1, 1)",1639680,W4A16,4,,2832.49,2783.29,,0.0003287561,0.011407746,0.1924302578,0.9998332606
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.attentions.0.proj_in,Conv2d,"(1280, 1280, 1, 1)",1639680,W4A8,4,8.0,2832.49,2767.14,,0.0004566285,0.0135125006,0.2187474966,0.999767881
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.attentions.0.transformer_blocks.0.attn1.to_q,Linear,"(1280, 1280)",1638400,W8A16,8,,2832.49,2749.45,,2.706e-07,0.0003193948,0.0068756938,0.9999998639
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.attentions.0.transformer_blocks.0.attn1.to_q,Linear,"(1280, 1280)",1638400,W8A8,8,8.0,2832.49,2763.55,,3.407e-07,0.0003894595,0.0066226721,0.9999998268
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.attentions.0.transformer_blocks.0.attn1.to_q,Linear,"(1280, 1280)",1638400,W4A16,4,,2832.49,2779.78,,2.17903e-05,0.0030279986,0.0661069155,0.9999889473
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.attentions.0.transformer_blocks.0.attn1.to_q,Linear,"(1280, 1280)",1638400,W4A8,4,8.0,2832.49,2761.08,,2.35608e-05,0.0032135972,0.0623915792,0.9999880598
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.attentions.0.transformer_blocks.0.attn1.to_k,Linear,"(1280, 1280)",1638400,W8A16,8,,2832.49,2794.64,,5.78e-08,0.000149385,0.003847301,0.9999999706
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.attentions.0.transformer_blocks.0.attn1.to_k,Linear,"(1280, 1280)",1638400,W8A8,8,8.0,2832.49,2796.81,,1.966e-07,0.0003164796,0.0065114871,0.9999999004
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.attentions.0.transformer_blocks.0.attn1.to_k,Linear,"(1280, 1280)",1638400,W4A16,4,,2832.49,2778.69,,2.83309e-05,0.0031346364,0.0737431049,0.9999856651
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.attentions.0.transformer_blocks.0.attn1.to_k,Linear,"(1280, 1280)",1638400,W4A8,4,8.0,2832.49,2735.46,,2.99113e-05,0.0031687324,0.0771208405,0.9999848598
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.attentions.0.transformer_blocks.0.attn1.to_v,Linear,"(1280, 1280)",1638400,W8A16,8,,2832.49,2784.11,,3.441e-07,0.0003996876,0.006926775,0.9999998252
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.attentions.0.transformer_blocks.0.attn1.to_v,Linear,"(1280, 1280)",1638400,W8A8,8,8.0,2832.49,2790.69,,8.855e-07,0.0006603854,0.0112995505,0.9999995502
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.attentions.0.transformer_blocks.0.attn1.to_v,Linear,"(1280, 1280)",1638400,W4A16,4,,2832.49,2727.72,,0.0001001012,0.0071381377,0.0919798613,0.9999492782
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.attentions.0.transformer_blocks.0.attn1.to_v,Linear,"(1280, 1280)",1638400,W4A8,4,8.0,2832.49,2765.83,,0.0001059294,0.0073947669,0.0933176279,0.9999462953
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.attentions.0.transformer_blocks.0.attn1.to_out.0,Linear,"(1280, 1280)",1639680,W8A16,8,,2832.49,2758.52,,1.23979e-05,0.0022631367,0.0450748429,0.999993725
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.attentions.0.transformer_blocks.0.attn1.to_out.0,Linear,"(1280, 1280)",1639680,W8A8,8,8.0,2832.49,2766.61,,1.71041e-05,0.0026302715,0.0481413379,0.999991417
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.attentions.0.transformer_blocks.0.attn1.to_out.0,Linear,"(1280, 1280)",1639680,W4A16,4,,2832.49,2746.85,,0.0041257921,0.0447281748,0.6298039556,0.9979182796
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.attentions.0.transformer_blocks.0.attn1.to_out.0,Linear,"(1280, 1280)",1639680,W4A8,4,8.0,2832.49,2768.89,,0.0041763196,0.0450593047,0.6177082658,0.9978931503
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.attentions.0.transformer_blocks.0.attn2.to_q,Linear,"(1280, 1280)",1638400,W8A16,8,,2832.49,2774.3,,9.08e-08,0.0001911995,0.0042638779,0.9999999542
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.attentions.0.transformer_blocks.0.attn2.to_q,Linear,"(1280, 1280)",1638400,W8A8,8,8.0,2832.49,2749.5,,7.93e-07,0.0005274841,0.0106018782,0.9999995981
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.attentions.0.transformer_blocks.0.attn2.to_q,Linear,"(1280, 1280)",1638400,W4A16,4,,2832.49,2767.44,,6.43041e-05,0.0052290657,0.1237777472,0.9999673234
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.attentions.0.transformer_blocks.0.attn2.to_q,Linear,"(1280, 1280)",1638400,W4A8,4,8.0,2832.49,2761.41,,7.14564e-05,0.0054817712,0.1280303448,0.9999637228
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.attentions.0.transformer_blocks.0.attn2.to_k,Linear,"(1280, 768)",983040,W8A16,8,,2832.49,2817.37,,7.0659e-06,0.0016995359,0.0385482311,0.9999964111
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.attentions.0.transformer_blocks.0.attn2.to_k,Linear,"(1280, 768)",983040,W8A8,8,8.0,2832.49,2833.89,,5.85754e-05,0.0048493501,0.0785166025,0.9999703422
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.attentions.0.transformer_blocks.0.attn2.to_k,Linear,"(1280, 768)",983040,W4A16,4,,2832.49,2809.22,,0.0015046152,0.0251582097,0.4053016901,0.9992426127
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.attentions.0.transformer_blocks.0.attn2.to_k,Linear,"(1280, 768)",983040,W4A8,4,8.0,2832.49,2789.6,,0.002109379,0.0293808449,0.5085278153,0.9989343503
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.attentions.0.transformer_blocks.0.attn2.to_v,Linear,"(1280, 768)",983040,W8A16,8,,2832.49,2828.39,,1.75065e-05,0.0027850838,0.04626441,0.9999910981
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.attentions.0.transformer_blocks.0.attn2.to_v,Linear,"(1280, 768)",983040,W8A8,8,8.0,2832.49,2795.93,,0.0007838329,0.0179965422,0.3553348184,0.9996012072
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.attentions.0.transformer_blocks.0.attn2.to_v,Linear,"(1280, 768)",983040,W4A16,4,,2832.49,2796.6,,0.0023351044,0.0306822136,0.4662729502,0.9988156616
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.attentions.0.transformer_blocks.0.attn2.to_v,Linear,"(1280, 768)",983040,W4A8,4,8.0,2832.49,2752.74,,0.0036157416,0.0376680344,0.6516711712,0.998161536
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.attentions.0.transformer_blocks.0.attn2.to_out.0,Linear,"(1280, 1280)",1639680,W8A16,8,,2832.49,2769.79,,2.45493e-05,0.0034297195,0.0591534376,0.9999875675
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.attentions.0.transformer_blocks.0.attn2.to_out.0,Linear,"(1280, 1280)",1639680,W8A8,8,8.0,2832.49,2811.61,,3.67566e-05,0.0041494444,0.0763553381,0.9999813862
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.attentions.0.transformer_blocks.0.attn2.to_out.0,Linear,"(1280, 1280)",1639680,W4A16,4,,2832.49,2788.6,,0.0108468784,0.0717106014,1.1237795353,0.9944706701
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.attentions.0.transformer_blocks.0.attn2.to_out.0,Linear,"(1280, 1280)",1639680,W4A8,4,8.0,2832.49,2743.81,,0.0108320564,0.07141155,1.0996353626,0.9944781552
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.attentions.0.transformer_blocks.0.ff.net.0.proj,Linear,"(10240, 1280)",13117440,W8A16,8,,2832.49,2795.03,,1.85484e-05,0.0028755772,0.0564036369,0.9999906198
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.attentions.0.transformer_blocks.0.ff.net.0.proj,Linear,"(10240, 1280)",13117440,W8A8,8,8.0,2832.49,2760.98,,2.44673e-05,0.0032463796,0.0662341118,0.9999876143
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.attentions.0.transformer_blocks.0.ff.net.0.proj,Linear,"(10240, 1280)",13117440,W4A16,4,,2832.49,2810.24,,0.0029904363,0.0378898196,0.5838763714,0.9984777333
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.attentions.0.transformer_blocks.0.ff.net.0.proj,Linear,"(10240, 1280)",13117440,W4A8,4,8.0,2832.49,2777.08,,0.002853096,0.0369023085,0.5711802244,0.9985478301
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.attentions.0.transformer_blocks.0.ff.net.2,Linear,"(1280, 5120)",6554880,W8A16,8,,2832.49,2767.76,,6.754e-06,0.0015853408,0.0284410119,0.9999965819
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.attentions.0.transformer_blocks.0.ff.net.2,Linear,"(1280, 5120)",6554880,W8A8,8,8.0,2832.49,2756.45,,0.0002167507,0.0088535892,0.185577035,0.9998898299
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.attentions.0.transformer_blocks.0.ff.net.2,Linear,"(1280, 5120)",6554880,W4A16,4,,2832.49,2772.45,,0.0008718947,0.018673962,0.3070002198,0.9995565062
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.attentions.0.transformer_blocks.0.ff.net.2,Linear,"(1280, 5120)",6554880,W4A8,4,8.0,2832.49,2780.76,,0.0010852936,0.0203982852,0.3378904164,0.9994479007
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.attentions.0.proj_out,Conv2d,"(1280, 1280, 1, 1)",1639680,W8A16,8,,2832.49,2783.59,,1.2922e-06,0.0007127203,0.0126881078,0.9999993441
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.attentions.0.proj_out,Conv2d,"(1280, 1280, 1, 1)",1639680,W8A8,8,8.0,2832.49,2780.22,,8.2815e-06,0.0018052005,0.0378236175,0.9999958287
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.attentions.0.proj_out,Conv2d,"(1280, 1280, 1, 1)",1639680,W4A16,4,,2832.49,2808.67,,0.0003965598,0.0124777397,0.2204532772,0.9997982188
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.attentions.0.proj_out,Conv2d,"(1280, 1280, 1, 1)",1639680,W4A8,4,8.0,2832.49,2813.75,,0.0004374967,0.0130946562,0.2061622143,0.9997773767
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.resnets.0.conv1,Conv2d,"(1280, 1280, 3, 3)",14746880,W8A16,8,,2832.49,2817.74,,4.193e-07,0.0004417815,0.0059645772,0.9999997867
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.resnets.0.conv1,Conv2d,"(1280, 1280, 3, 3)",14746880,W8A8,8,8.0,2832.49,2807.44,,8.1097e-06,0.0021017375,0.0208995491,0.9999958901
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.resnets.0.conv1,Conv2d,"(1280, 1280, 3, 3)",14746880,W4A16,4,,2832.49,2819.44,,0.002725001,0.0294547863,0.737377584,0.9986177645
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.resnets.0.conv1,Conv2d,"(1280, 1280, 3, 3)",14746880,W4A8,4,8.0,2832.49,2799.52,,0.0025021327,0.0284535885,0.6971603036,0.9987319854
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.resnets.0.time_emb_proj,Linear,"(1280, 1280)",1639680,W8A16,8,,2832.49,2799.47,,1.036e-07,0.0002171318,0.0035540313,0.9999999474
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.resnets.0.time_emb_proj,Linear,"(1280, 1280)",1639680,W8A8,8,8.0,2832.49,2759.82,,4.439e-07,0.0003950571,0.0095281005,0.9999997745
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.resnets.0.time_emb_proj,Linear,"(1280, 1280)",1639680,W4A16,4,,2832.49,2781.2,,0.000168074,0.00880899,0.1600946784,0.9999155528
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.resnets.0.time_emb_proj,Linear,"(1280, 1280)",1639680,W4A8,4,8.0,2832.49,2789.8,,0.0001717951,0.0089079458,0.1596387625,0.9999137089
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.resnets.0.conv2,Conv2d,"(1280, 1280, 3, 3)",14746880,W8A16,8,,2832.49,2783.65,,1.5167e-06,0.0008043722,0.0158711672,0.9999992285
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.resnets.0.conv2,Conv2d,"(1280, 1280, 3, 3)",14746880,W8A8,8,8.0,2832.49,2762.18,,1.12075e-05,0.0022293883,0.0369688272,0.9999942979
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.resnets.0.conv2,Conv2d,"(1280, 1280, 3, 3)",14746880,W4A16,4,,2832.49,2764.3,,0.0002988996,0.0109874494,0.1971499324,0.9998479085
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.resnets.0.conv2,Conv2d,"(1280, 1280, 3, 3)",14746880,W4A8,4,8.0,2832.49,2777.64,,0.0003456532,0.0113993995,0.2153465748,0.9998241254
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.resnets.1.conv1,Conv2d,"(1280, 1280, 3, 3)",14746880,W8A16,8,,2832.49,2779.61,,5.981e-07,0.0005256849,0.0087730885,0.9999996957
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.resnets.1.conv1,Conv2d,"(1280, 1280, 3, 3)",14746880,W8A8,8,8.0,2832.49,2793.84,,6.1961e-06,0.0015132271,0.0361393094,0.9999968487
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.resnets.1.conv1,Conv2d,"(1280, 1280, 3, 3)",14746880,W4A16,4,,2832.49,2844.44,,0.0002630283,0.0100892913,0.1952052414,0.9998668837
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.resnets.1.conv1,Conv2d,"(1280, 1280, 3, 3)",14746880,W4A8,4,8.0,2832.49,2844.21,,0.0003235349,0.0109612821,0.2180001736,0.9998359649
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.resnets.1.time_emb_proj,Linear,"(1280, 1280)",1639680,W8A16,8,,2832.49,2810.45,,3.35e-08,0.0001099482,0.0024845749,0.999999983
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.resnets.1.time_emb_proj,Linear,"(1280, 1280)",1639680,W8A8,8,8.0,2832.49,2786.49,,2.325e-07,0.0002652665,0.0078696236,0.9999998818
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.resnets.1.time_emb_proj,Linear,"(1280, 1280)",1639680,W4A16,4,,2832.49,2761.27,,1.46832e-05,0.0022983141,0.051840283,0.999992536
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.resnets.1.time_emb_proj,Linear,"(1280, 1280)",1639680,W4A8,4,8.0,2832.49,2835.48,,1.57888e-05,0.0023901933,0.0545477942,0.9999919733
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.resnets.1.conv2,Conv2d,"(1280, 1280, 3, 3)",14746880,W8A16,8,,2832.49,2779.52,,1.2379e-06,0.0007012739,0.0109378099,0.9999993702
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.resnets.1.conv2,Conv2d,"(1280, 1280, 3, 3)",14746880,W8A8,8,8.0,2832.49,2834.9,,1.18715e-05,0.0021687399,0.0475133657,0.9999939779
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.resnets.1.conv2,Conv2d,"(1280, 1280, 3, 3)",14746880,W4A16,4,,2832.49,2829.46,,0.0001642725,0.0085187852,0.1398966312,0.9999164515
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,mid_block.resnets.1.conv2,Conv2d,"(1280, 1280, 3, 3)",14746880,W4A8,4,8.0,2832.49,2811.11,,0.0001598404,0.00834479,0.1350209713,0.9999186719
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,conv_out,Conv2d,"(4, 320, 3, 3)",11524,W8A16,8,,2832.49,2798.03,,7.07284e-05,0.0068239439,0.034163475,0.9999647535
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,conv_out,Conv2d,"(4, 320, 3, 3)",11524,W8A8,8,8.0,2832.49,2834.19,,0.001752814,0.0333740599,0.1657522917,0.9991078339
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,conv_out,Conv2d,"(4, 320, 3, 3)",11524,W4A16,4,,2832.49,2792.73,,0.017071519,0.1054074541,0.4784243107,0.9917548872
"a bowl of fresh strawberries on a rustic wooden table, natur...",777,conv_out,Conv2d,"(4, 320, 3, 3)",11524,W4A8,4,8.0,2832.49,2808.3,,0.0188578889,0.1106551737,0.504439652,0.9907880412
a watercolor painting of a lighthouse on a stormy sea,42,conv_in,Conv2d,"(320, 4, 3, 3)",11840,W8A16,8,,2792.03,2800.69,,2.5579e-06,0.0012184721,0.0173072219,0.9999983994
a watercolor painting of a lighthouse on a stormy sea,42,conv_in,Conv2d,"(320, 4, 3, 3)",11840,W8A8,8,8.0,2792.03,2800.76,,0.0001260366,0.0087896856,0.0916222483,0.9999211095
a watercolor painting of a lighthouse on a stormy sea,42,conv_in,Conv2d,"(320, 4, 3, 3)",11840,W4A16,4,,2792.03,2777.44,,0.0022045816,0.0358665809,0.4110662937,0.998618926
a watercolor painting of a lighthouse on a stormy sea,42,conv_in,Conv2d,"(320, 4, 3, 3)",11840,W4A8,4,8.0,2792.03,2769.92,,0.0022105062,0.0360169001,0.4250118732,0.9986152892
a watercolor painting of a lighthouse on a stormy sea,42,time_embedding.linear_1,Linear,"(1280, 320)",410880,W8A16,8,,2792.03,2799.67,,1.32e-08,8.69488e-05,0.0006701946,0.9999999918
a watercolor painting of a lighthouse on a stormy sea,42,time_embedding.linear_1,Linear,"(1280, 320)",410880,W8A8,8,8.0,2792.03,2746.07,,4.912e-07,0.0004906197,0.007722497,0.999999714
a watercolor painting of a lighthouse on a stormy sea,42,time_embedding.linear_1,Linear,"(1280, 320)",410880,W4A16,4,,2792.03,2776.16,,0.0015569843,0.0279895868,0.2662974596,0.9991293335
a watercolor painting of a lighthouse on a stormy sea,42,time_embedding.linear_1,Linear,"(1280, 320)",410880,W4A8,4,8.0,2792.03,2768.55,,0.0014688296,0.0271655899,0.2572633624,0.9991782099
a watercolor painting of a lighthouse on a stormy sea,42,time_embedding.linear_2,Linear,"(1280, 1280)",1639680,W8A16,8,,2792.03,2753.36,,9.1281e-06,0.0022066545,0.0185153484,0.9999946404
a watercolor painting of a lighthouse on a stormy sea,42,time_embedding.linear_2,Linear,"(1280, 1280)",1639680,W8A8,8,8.0,2792.03,2739.31,,1.33598e-05,0.0028459735,0.0290441513,0.9999924285
a watercolor painting of a lighthouse on a stormy sea,42,time_embedding.linear_2,Linear,"(1280, 1280)",1639680,W4A16,4,,2792.03,2803.15,,0.2113096118,0.3054279387,3.0366337299,0.8920129908
a watercolor painting of a lighthouse on a stormy sea,42,time_embedding.linear_2,Linear,"(1280, 1280)",1639680,W4A8,4,8.0,2792.03,2803.44,,0.2113840133,0.3057210147,3.0328142643,0.8919710637
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.0.proj_in,Conv2d,"(320, 320, 1, 1)",102720,W8A16,8,,2792.03,2726.9,,2.1747e-06,0.001135782,0.0143495798,0.9999986906
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.0.proj_in,Conv2d,"(320, 320, 1, 1)",102720,W8A8,8,8.0,2792.03,2753.73,,6.7956e-06,0.0019719941,0.0221910477,0.9999957997
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.0.proj_in,Conv2d,"(320, 320, 1, 1)",102720,W4A16,4,,2792.03,2789.89,,0.00064409,0.0191157199,0.1688719094,0.9995967042
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.0.proj_in,Conv2d,"(320, 320, 1, 1)",102720,W4A8,4,8.0,2792.03,2772.14,,0.0006660779,0.0193094816,0.1587023735,0.9995829429
